Image_name,Genotype,Plant_number,laser,Count_Small,Total_area_Small,Avg_area_Small,Count_Giant,Total_area_Giant,Avg_area_Giant,Small.Giant_ratio,Giant.Small_ratio,Percent_Small_Cells,Total_area,Small_Giant_area_ratio,Percent_area_small,Percent_area_giant
Segmented_GiantCells_pAR261-Col-T1#15-10X-1A_Maximumintensityprojection.tif,pAR261,15,1A,598,18846,31.515,20,2818,140.9,29.9,0.033444816,0.96763754,21664,6.687721789,0.869922452,0.130077548
Segmented_GiantCells_pAR261-Col-T1#16-10X-1A_Maximumintensityprojection.tif,pAR261,16,1A,450,9927,22.06,16,2209,138.062,28.125,0.035555556,0.965665236,12136,4.493888637,0.817979565,0.182020435
Segmented_GiantCells_pAR261-Col-T1#17-10X-1A_Maximumintensityprojection.tif,pAR261,17,1A,805,26698,33.165,38,5477,144.132,21.18421053,0.047204969,0.954922894,32175,4.874566368,0.82977467,0.17022533
Segmented_GiantCells_pAR261-Col-T1#18-10X-1A_Maximumintensityprojection.tif,pAR261,18,1A,738,23449,31.774,23,3368,146.435,32.08695652,0.031165312,0.96977661,26817,6.962292162,0.874408025,0.125591975
Segmented_GiantCells_pAR261-Col-T1#19-10X-1A_Maximumintensityprojection.tif,pAR261,19,1A,302,8737,28.93,15,2619,174.6,20.13333333,0.049668874,0.952681388,11356,3.336006109,0.769373019,0.230626981
Segmented_GiantCells_pAR261-Col-T1#2-10X-1A_Maximumintensityprojection.tif,pAR261,2,1A,712,21610,30.351,25,3265,130.6,28.48,0.03511236,0.966078697,24875,6.618683002,0.868743719,0.131256281
Segmented_GiantCells_pAR261-Col-T1#20-10X-1A_Maximumintensityprojection.tif,pAR261,20,1A,649,19163,29.527,23,3238,140.783,28.2173913,0.035439137,0.96577381,22401,5.918159358,0.855452882,0.144547118
Segmented_GiantCells_pAR261-Col-T1#21-10X-1A_Maximumintensityprojection.tif,pAR261,21,1A,732,28332,38.705,32,4529,141.531,22.875,0.043715847,0.958115183,32861,6.255685582,0.862177049,0.137822951
Segmented_GiantCells_pAR261-Col-T1#22-10X-1A_Maximumintensityprojection.tif,pAR261,22,1A,509,15024,29.517,22,3259,148.136,23.13636364,0.043222004,0.958568738,18283,4.610003068,0.821746978,0.178253022
Segmented_GiantCells_pAR261-Col-T1#23-10X-1A_Maximumintensityprojection.tif,pAR261,23,1A,721,22713,31.502,27,3739,138.481,26.7037037,0.037447989,0.963903743,26452,6.074618882,0.85864963,0.14135037
Segmented_GiantCells_pAR261-Col-T1#24-10X-1A_Maximumintensityprojection.tif,pAR261,24,1A,495,16803,33.945,20,3025,151.25,24.75,0.04040404,0.961165049,19828,5.554710744,0.847437967,0.152562033
Segmented_GiantCells_pAR261-Col-T1#25-10X-1A_Maximumintensityprojection.tif,pAR261,25,1A,765,26505,34.647,33,4983,151,23.18181818,0.043137255,0.958646617,31488,5.319084889,0.841749238,0.158250762
Segmented_GiantCells_pAR261-Col-T1#26-10X-1A_Maximumintensityprojection.tif,pAR261,26,1A,552,18789,34.038,26,4041,155.423,21.23076923,0.047101449,0.955017301,22830,4.649591685,0.822996058,0.177003942
Segmented_GiantCells_pAR261-Col-T1#3-10X-1A_Maximumintensityprojection.tif,pAR261,3,1A,724,24241,33.482,17,2147,126.294,42.58823529,0.023480663,0.97705803,26388,11.2906381,0.918637259,0.081362741
Segmented_GiantCells_pAR261-Col-T1#4-10X-1A_Maximumintensityprojection.tif,pAR261,4,1A,682,26170,38.372,34,4879,143.5,20.05882353,0.049853372,0.952513966,31049,5.363804058,0.842861284,0.157138716
Segmented_GiantCells_pAR261-Col-T1#5-10X-1A_Maximumintensityprojection.tif,pAR261,5,1A,761,32512,42.723,23,3066,133.304,33.08695652,0.03022339,0.970663265,35578,10.60404436,0.913823149,0.086176851
Segmented_GiantCells_pAR261-Col-T1#6-10X-1A_Maximumintensityprojection.tif,pAR261,6,1A,414,14471,34.954,11,1727,157,37.63636364,0.026570048,0.974117647,16198,8.379270411,0.893381899,0.106618101
Segmented_GiantCells_pAR261-Col-T1#8-10X-1A_Maximumintensityprojection.tif,pAR261,8,1A,733,29630,40.423,34,4217,124.029,21.55882353,0.04638472,0.955671447,33847,7.02632203,0.875409933,0.124590067
Segmented_GiantCells_pAR111-Col-T1#1-10X-1A_Maximumintensityprojection.tif,pAR111,1,1A,177,4924,27.819,23,4035,175.435,7.695652174,0.129943503,0.885,8959,1.220322181,0.549614912,0.450385088
Segmented_GiantCells_pAR111-Col-T1#10-10X-1A_Maximumintensityprojection.tif,pAR111,10,1A,57,1500,26.316,12,1401,116.75,4.75,0.210526316,0.826086957,2901,1.070663812,0.517063082,0.482936918
Segmented_GiantCells_pAR111-Col-T1#11-10X-1A_Maximumintensityprojection.tif,pAR111,11,1A,46,974,21.174,41,4166,101.61,1.12195122,0.891304348,0.528735632,5140,0.233797408,0.189494163,0.810505837
Segmented_GiantCells_pAR111-Col-T1#12-10X-3A_Maximumintensityprojection.tif,pAR111,12,3A,58,1232,21.241,20,3183,159.15,2.9,0.344827586,0.743589744,4415,0.387056236,0.279048698,0.720951302
Segmented_GiantCells_pAR111-Col-T1#13-10X-1A_Maximumintensityprojection.tif,pAR111,13,1A,180,4121,22.894,22,3171,144.136,8.181818182,0.122222222,0.891089109,7292,1.299590035,0.565139879,0.434860121
Segmented_GiantCells_pAR111-Col-T1#14-10X-1A_Maximumintensityprojection.tif,pAR111,14,1A,49,1199,24.469,12,1611,134.25,4.083333333,0.244897959,0.803278689,2810,0.744258225,0.426690391,0.573309609
Segmented_GiantCells_pAR111-Col-T1#15-10X-1A_Maximumintensityprojection.tif,pAR111,15,1A,34,1687,49.618,25,4121,164.84,1.36,0.735294118,0.576271186,5808,0.409366659,0.290461433,0.709538567
Segmented_GiantCells_pAR111-Col-T1#16-10X-1A_Maximumintensityprojection.tif,pAR111,16,1A,29,666,22.966,29,3577,123.345,1,1,0.5,4243,0.186189544,0.156964412,0.843035588
Segmented_GiantCells_pAR111-Col-T1#17-10X-1A_Maximumintensityprojection.tif,pAR111,17,1A,91,1720,18.901,27,3250,120.37,3.37037037,0.296703297,0.771186441,4970,0.529230769,0.346076459,0.653923541
Segmented_GiantCells_pAR111-Col-T1#18-10X-1A_Maximumintensityprojection.tif,pAR111,18,1A,90,2142,23.8,40,4240,106,2.25,0.444444444,0.692307692,6382,0.505188679,0.335631463,0.664368537
Segmented_GiantCells_pAR111-Col-T1#19-10X-1A_Maximumintensityprojection.tif,pAR111,19,1A,230,5899,25.648,27,4055,150.185,8.518518519,0.117391304,0.894941634,9954,1.454747226,0.59262608,0.40737392
Segmented_GiantCells_pAR111-Col-T1#2-10X-1A_Maximumintensityprojection.tif,pAR111,2,1A,33,1477,44.758,22,3151,143.227,1.5,0.666666667,0.6,4628,0.468740083,0.319144339,0.680855661
Segmented_GiantCells_pAR111-Col-T1#20-10X-1A_Maximumintensityprojection.tif,pAR111,20,1A,49,801,16.347,12,1216,101.333,4.083333333,0.244897959,0.803278689,2017,0.658717105,0.397124442,0.602875558
Segmented_GiantCells_pAR111-Col-T1#21-10X-1A_Maximumintensityprojection.tif,pAR111,21,1A,83,4239,51.072,23,3439,149.522,3.608695652,0.277108434,0.783018868,7678,1.232625763,0.5520969,0.4479031
Segmented_GiantCells_pAR111-Col-T1#22-10X-1A_Maximumintensityprojection.tif,pAR111,22,1A,83,1429,17.217,30,3822,127.4,2.766666667,0.361445783,0.734513274,5251,0.373888017,0.27213864,0.72786136
Segmented_GiantCells_pAR111-Col-T1#23-10X-1A_Maximumintensityprojection.tif,pAR111,23,1A,458,9028,19.712,28,2924,104.429,16.35714286,0.061135371,0.942386831,11952,3.0875513,0.755354752,0.244645248
Segmented_GiantCells_pAR111-Col-T1#24-10X-1A_Maximumintensityprojection.tif,pAR111,24,1A,65,1652,25.415,12,1093,91.083,5.416666667,0.184615385,0.844155844,2745,1.511436414,0.601821494,0.398178506
Segmented_GiantCells_pAR111-Col-T1#3-10X-2A_Maximumintensityprojection.tif,pAR111,3,2A,52,1908,36.692,17,2556,150.353,3.058823529,0.326923077,0.753623188,4464,0.746478873,0.427419355,0.572580645
Segmented_GiantCells_pAR111-Col-T1#4-10X-2A_Maximumintensityprojection.tif,pAR111,4,2A,53,2102,39.66,25,3403,136.12,2.12,0.471698113,0.679487179,5505,0.617690273,0.381834696,0.618165304
Segmented_GiantCells_pAR111-Col-T1#5-10X-1A_Maximumintensityprojection.tif,pAR111,5,1A,80,1587,19.837,8,917,114.625,10,0.1,0.909090909,2504,1.730643402,0.633785942,0.366214058
Segmented_GiantCells_pAR111-Col-T1#6-10X-2A_Maximumintensityprojection.tif,pAR111,6,2A,25,881,35.24,23,3762,163.565,1.086956522,0.92,0.520833333,4643,0.234183945,0.189748008,0.810251992
Segmented_GiantCells_pAR111-Col-T1#7-10X-1A_Maximumintensityprojection.tif,pAR111,7,1A,96,1933,20.135,35,4387,125.343,2.742857143,0.364583333,0.732824427,6320,0.440620014,0.30585443,0.69414557
Segmented_GiantCells_pAR111-Col-T1#8-10X-1A_Maximumintensityprojection.tif,pAR111,8,1A,251,7593,30.251,24,3154,131.417,10.45833333,0.09561753,0.912727273,10747,2.40741915,0.706522751,0.293477249
Segmented_GiantCells_pAR111-Col-T1#9-10X-1A_Maximumintensityprojection.tif,pAR111,9,1A,81,2931,36.185,17,2373,139.588,4.764705882,0.209876543,0.826530612,5304,1.235145386,0.55260181,0.44739819
Segmented_GiantCells_pLH166-Col-T1#1-10X-1A_Maximumintensityprojection.tif,pLH166,1,1A,795,27097,34.084,22,2855,129.773,36.13636364,0.027672956,0.973072215,29952,9.491068301,0.904680823,0.095319177
Segmented_GiantCells_pLH166-Col-T1#10-10X-1A_Maximumintensityprojection.tif,pLH166,10,1A,505,15490,30.673,22,3375,153.409,22.95454545,0.043564356,0.958254269,18865,4.58962963,0.82109727,0.17890273
Segmented_GiantCells_pLH166-Col-T1#11-10X-1A_Maximumintensityprojection.tif,pLH166,11,1A,649,21105,32.519,21,3095,147.381,30.9047619,0.032357473,0.968656716,24200,6.819063005,0.872107438,0.127892562
Segmented_GiantCells_pLH166-Col-T1#12-10X-1A_Maximumintensityprojection.tif,pLH166,12,1A,553,17337,31.351,9,1310,145.556,61.44444444,0.016274864,0.983985765,18647,13.23435115,0.929747412,0.070252588
Segmented_GiantCells_pLH166-Col-T1#13-10X-1A_Maximumintensityprojection.tif,pLH166,13,1A,594,19352,32.579,32,4514,141.062,18.5625,0.053872054,0.948881789,23866,4.287106779,0.810860639,0.189139361
Segmented_GiantCells_pLH166-Col-T1#14-10X-1A_Maximumintensityprojection.tif,pLH166,14,1A,768,24749,32.225,22,3314,150.636,34.90909091,0.028645833,0.972151899,28063,7.468014484,0.881908563,0.118091437
Segmented_GiantCells_pLH166-Col-T1#15-10X-1A_Maximumintensityprojection.tif,pLH166,15,1A,683,20529,30.057,30,4025,134.167,22.76666667,0.043923865,0.957924264,24554,5.100372671,0.836075588,0.163924412
Segmented_GiantCells_pLH166-Col-T1#16-10X-1A_Maximumintensityprojection.tif,pLH166,16,1A,486,13265,27.294,19,2650,139.474,25.57894737,0.03909465,0.962376238,15915,5.005660377,0.833490418,0.166509582
Segmented_GiantCells_pLH166-Col-T1#17-10X-1A_Maximumintensityprojection.tif,pLH166,17,1A,560,18142,32.396,25,3524,140.96,22.4,0.044642857,0.957264957,21666,5.148127128,0.837348842,0.162651158
Segmented_GiantCells_pLH166-Col-T1#18-10X-1A_Maximumintensityprojection.tif,pLH166,18,1A,611,19252,31.509,41,6653,162.268,14.90243902,0.06710311,0.937116564,25905,2.893732151,0.743176993,0.256823007
Segmented_GiantCells_pLH166-Col-T1#19-10X-1A_Maximumintensityprojection.tif,pLH166,19,1A,622,17416,28,17,1964,115.529,36.58823529,0.02733119,0.973395931,19380,8.867617108,0.898658411,0.101341589
Segmented_GiantCells_pLH166-Col-T1#2-10X-1A_Maximumintensityprojection.tif,pLH166,2,1A,546,17776,32.557,32,4570,142.812,17.0625,0.058608059,0.944636678,22346,3.889715536,0.795489126,0.204510874
Segmented_GiantCells_pLH166-Col-T1#20-10X-1A_Maximumintensityprojection.tif,pLH166,20,1A,185,4789,25.886,9,1229,136.556,20.55555556,0.048648649,0.953608247,6018,3.896663954,0.795779329,0.204220671
Segmented_GiantCells_pLH166-Col-T1#21-10X-1A_Maximumintensityprojection.tif,pLH166,21,1A,535,16968,31.716,29,4735,163.276,18.44827586,0.054205607,0.94858156,21703,3.583526927,0.781827397,0.218172603
Segmented_GiantCells_pLH166-Col-T1#23-10X-1A_Maximumintensityprojection.tif,pLH166,23,1A,638,20772,32.558,43,6575,152.907,14.8372093,0.067398119,0.936857562,27347,3.159239544,0.759571434,0.240428566
Segmented_GiantCells_pLH166-Col-T1#24-10X-1A_Maximumintensityprojection.tif,pLH166,24,1A,577,17673,30.629,26,4368,168,22.19230769,0.045060659,0.956882255,22041,4.046016484,0.801823874,0.198176126
Segmented_GiantCells_pLH166-Col-T1#26-10X-1A_Maximumintensityprojection.tif,pLH166,26,1A,640,24268,37.919,32,4866,152.062,20,0.05,0.952380952,29134,4.987258529,0.83297865,0.16702135
Segmented_GiantCells_pLH166-Col-T1#27-10X-1A_Maximumintensityprojection.tif,pLH166,27,1A,487,16932,34.768,30,5075,169.167,16.23333333,0.061601643,0.941972921,22007,3.33635468,0.769391557,0.230608443
Segmented_GiantCells_pLH166-Col-T1#3-10X-1A_Maximumintensityprojection.tif,pLH166,3,1A,848,25089,29.586,22,3038,138.091,38.54545455,0.025943396,0.974712644,28127,8.25839368,0.891989903,0.108010097
Segmented_GiantCells_pLH166-Col-T1#4-10X-1A_Maximumintensityprojection.tif,pLH166,4,1A,391,12585,32.187,16,2446,152.875,24.4375,0.040920716,0.960687961,15031,5.145134914,0.837269643,0.162730357
Segmented_GiantCells_pLH166-Col-T1#5-10X-1A_Maximumintensityprojection.tif,pLH166,5,1A,530,18611,35.115,22,3018,137.182,24.09090909,0.041509434,0.960144928,21629,6.166666667,0.860465116,0.139534884
Segmented_GiantCells_pLH166-Col-T1#8-10X-1B_Maximumintensityprojection.tif,pLH166,8,1B,598,18242,30.505,25,3386,135.44,23.92,0.04180602,0.959871589,21628,5.38747785,0.843443684,0.156556316
Segmented_GiantCells_pLH166-Col-T1#9-10X-1A_Maximumintensityprojection.tif,pLH166,9,1A,496,12130,24.456,14,1918,137,35.42857143,0.028225806,0.97254902,14048,6.324296142,0.863468109,0.136531891
Segmented_GiantCells_pLH166-Col-T1#22-10X-1A_Maximumintensityprojection.tif,pLH166,22,1A,655,22708,34.669,43,6356,147.814,15.23255814,0.065648855,0.938395415,29064,3.572687225,0.781310212,0.218689788
Segmented_GiantCells_pLH166-Col-T1#6-10X-1A_Maximumintensityprojection.tif,pLH166,6,1A,485,9986,20.59,17,2273,133.706,28.52941176,0.035051546,0.966135458,12259,4.393312802,0.814585203,0.185414797
Segmented_SmallCells_pAR260-col-T1#1-10x-s1i1_Maximumintensityprojection.tif,pAR260,1,s1i1,404,15207,37.641,27,4251,157.444,14.96296296,0.066831683,0.937354988,19458,3.577275935,0.781529448,0.218470552
Segmented_SmallCells_pAR260-col-T1#10-10x-s1i1_Maximumintensityprojection.tif,pAR260,10,s1i1,753,19022,25.262,21,2798,133.238,35.85714286,0.027888446,0.972868217,21820,6.798427448,0.871769019,0.128230981
Segmented_SmallCells_pAR260-col-T1#11-10x-s1i1_Maximumintensityprojection.tif,pAR260,11,s1i1,309,9693,31.369,22,3928,178.545,14.04545455,0.071197411,0.933534743,13621,2.467668024,0.711621761,0.288378239
Segmented_SmallCells_pAR260-col-T1#12-10x-s1i2edited_Maximumintensityprojection.tif,pAR260,12,s1i2edited,722,17986,24.911,15,2243,149.533,48.13333333,0.020775623,0.979647218,20229,8.018724922,0.889119581,0.110880419
Segmented_SmallCells_pAR260-col-T1#13-10x-s2i1_Maximumintensityprojection.tif,pAR260,13,s2i1,326,12696,38.945,16,2388,149.25,20.375,0.049079755,0.953216374,15084,5.316582915,0.841686555,0.158313445
Segmented_SmallCells_pAR260-col-T1#14-10x-s1i1_Maximumintensityprojection.tif,pAR260,14,s1i1,457,14057,30.759,28,4499,160.679,16.32142857,0.061269147,0.942268041,18556,3.124472105,0.757544729,0.242455271
Segmented_SmallCells_pAR260-col-T1#16-10x-s1i1_Maximumintensityprojection.tif,pAR260,16,s1i1,349,10472,30.006,15,3152,210.133,23.26666667,0.042979943,0.958791209,13624,3.322335025,0.76864357,0.23135643
Segmented_SmallCells_pAR260-col-T1#17-10x-s1i1_Maximumintensityprojection.tif,pAR260,17,s1i1,211,5272,24.986,6,727,121.167,35.16666667,0.028436019,0.97235023,5999,7.251719395,0.878813136,0.121186864
Segmented_SmallCells_pAR260-col-T1#18-10x-s1i1_Maximumintensityprojection.tif,pAR260,18,s1i1,300,6480,21.6,15,2076,138.4,20,0.05,0.952380952,8556,3.121387283,0.757363254,0.242636746
Segmented_SmallCells_pAR260-col-T1#19-10x-s1i1_Maximumintensityprojection.tif,pAR260,19,s1i1,146,6047,41.418,20,3563,178.15,7.3,0.136986301,0.879518072,9610,1.69716531,0.629240375,0.370759625
Segmented_SmallCells_pAR260-col-T1#2-10x-s1i1_Maximumintensityprojection.tif,pAR260,2,s1i1,269,4998,18.58,11,1994,181.273,24.45454545,0.040892193,0.960714286,6992,2.506519559,0.714816934,0.285183066
Segmented_SmallCells_pAR260-col-T1#20-10x-s1i1_Maximumintensityprojection.tif,pAR260,20,s1i1,841,32267,38.367,40,6063,151.575,21.025,0.047562426,0.954597049,38330,5.321952829,0.841821028,0.158178972
Segmented_SmallCells_pAR260-col-T1#21-10x-s1i1_Maximumintensityprojection.tif,pAR260,21,s1i1,444,12141,27.345,9,1640,182.222,49.33333333,0.02027027,0.98013245,13781,7.40304878,0.880995574,0.119004426
Segmented_SmallCells_pAR260-col-T1#22-10x-s1i1_Maximumintensityprojection.tif,pAR260,22,s1i1,408,12892,31.598,8,996,124.5,51,0.019607843,0.980769231,13888,12.9437751,0.92828341,0.07171659
Segmented_SmallCells_pAR260-col-T1#23-10x-s1i1_Maximumintensityprojection.tif,pAR260,23,s1i1,407,8136,19.99,10,1327,132.7,40.7,0.024570025,0.976019185,9463,6.131122833,0.859769629,0.140230371
Segmented_SmallCells_pAR260-col-T1#24-10x-s1i2_Maximumintensityprojection.tif,pAR260,24,s1i2,251,7756,30.9,20,2616,130.8,12.55,0.079681275,0.926199262,10372,2.964831804,0.747782491,0.252217509
Segmented_SmallCells_pAR260-col-T1#25-10x-s1i2Early_Maximumintensityprojection.tif,pAR260,25,s1i2Early,604,19132,31.675,19,3512,184.842,31.78947368,0.031456954,0.969502408,22644,5.4476082,0.844903727,0.155096273
Segmented_SmallCells_pAR260-col-T1#27-10x-s1i2edited_Maximumintensityprojection.tif,pAR260,27,s1i2edited,515,11315,21.971,18,2479,137.722,28.61111111,0.034951456,0.966228893,13794,4.56434046,0.820284182,0.179715818
Segmented_SmallCells_pAR260-col-T1#28-10x-s1i2_Maximumintensityprojection.tif,pAR260,28,s1i2,270,5698,21.104,7,1151,164.429,38.57142857,0.025925926,0.974729242,6849,4.950477845,0.83194627,0.16805373
Segmented_SmallCells_pAR260-col-T1#29-10x-s1i1_Maximumintensityprojection.tif,pAR260,29,s1i1,409,12663,30.961,19,2627,138.263,21.52631579,0.046454768,0.955607477,15290,4.82032737,0.828188358,0.171811642
Segmented_SmallCells_pAR260-col-T1#3-10x-s1i1_Maximumintensityprojection.tif,pAR260,3,s1i1,460,11504,25.009,19,2640,138.947,24.21052632,0.041304348,0.960334029,14144,4.357575758,0.813348416,0.186651584
Segmented_SmallCells_pAR260-col-T1#30-10x-s1i1_Maximumintensityprojection.tif,pAR260,30,s1i1,127,4118,32.425,11,1705,155,11.54545455,0.086614173,0.920289855,5823,2.415249267,0.707195604,0.292804396
Segmented_SmallCells_pAR260-col-T1#31-10x-s1i1_Maximumintensityprojection.tif,pAR260,31,s1i1,620,13271,21.405,11,1430,130,56.36363636,0.017741935,0.982567353,14701,9.28041958,0.902727706,0.097272294
Segmented_SmallCells_pAR260-col-T1#32-10x-s1i1_Maximumintensityprojection.tif,pAR260,32,s1i1,66,2630,39.848,12,1794,149.5,5.5,0.181818182,0.846153846,4424,1.46599777,0.594484629,0.405515371
Segmented_SmallCells_pAR260-col-T1#33-10x-s1i1_Maximumintensityprojection.tif,pAR260,33,s1i1,325,10037,30.883,14,2603,185.929,23.21428571,0.043076923,0.958702065,12640,3.855935459,0.794066456,0.205933544
Segmented_SmallCells_pAR260-col-T1#34-10x-s1i1_Maximumintensityprojection.tif,pAR260,34,s1i1,129,3880,30.078,9,1879,208.778,14.33333333,0.069767442,0.934782609,5759,2.064928153,0.673728078,0.326271922
Segmented_SmallCells_pAR260-col-T1#35-10x-s1i1_Maximumintensityprojection.tif,pAR260,35,s1i1,1204,28822,23.939,13,1888,145.231,92.61538462,0.010797342,0.989317995,30710,15.26588983,0.938521654,0.061478346
Segmented_SmallCells_pAR260-col-T1#36-10x-s1i1_Maximumintensityprojection.tif,pAR260,36,s1i1,407,12179,29.924,12,2026,168.833,33.91666667,0.029484029,0.971360382,14205,6.011352419,0.857374164,0.142625836
Segmented_SmallCells_pAR260-col-T1#5-10x-s1i1_Maximumintensityprojection.tif,pAR260,5,s1i1,541,14468,26.743,15,2931,195.4,36.06666667,0.027726433,0.973021583,17399,4.936199249,0.831542043,0.168457957
Segmented_SmallCells_pAR260-col-T1#6-10x-s1i1_Maximumintensityprojection.tif,pAR260,6,s1i1,697,15249,21.878,30,4925,164.167,23.23333333,0.043041607,0.958734525,20174,3.096243655,0.755873897,0.244126103
Segmented_SmallCells_pAR260-col-T1#7-10x-s1i1_Maximumintensityprojection.tif,pAR260,7,s1i1,205,5100,24.878,17,3149,185.235,12.05882353,0.082926829,0.923423423,8249,1.619561766,0.618256758,0.381743242
Segmented_SmallCells_pAR260-col-T1#8-10x-s1i1_Maximumintensityprojection.tif,pAR260,8,s1i1,604,17886,29.613,19,2849,149.947,31.78947368,0.031456954,0.969502408,20735,6.277992278,0.862599469,0.137400531
Segmented_SmallCells_pAR260-col-T1#9-10x-s1i1_Maximumintensityprojection.tif,pAR260,9,s1i1,277,9210,33.249,28,4737,169.179,9.892857143,0.101083032,0.908196721,13947,1.944268524,0.660357066,0.339642934
Segmented_GiantCells_pAR388-Col-T1#10-10X-1A_Maximumintensityprojection.tif,pAR388,10,1A,471,16985,36.062,32,5457,170.531,14.71875,,,,,,
Segmented_GiantCells_pAR388-Col-T1#1-10X-1A_Maximumintensityprojection.tif,pAR388,1,1A,675,19809,29.347,39,5688,145.846,17.30769231,,,,,,
Segmented_GiantCells_pAR388-Col-T1#11-10X-1A_Maximumintensityprojection.tif,pAR388,11,1A,307,8504,27.7,7,1200,171.429,43.85714286,,,,,,
Segmented_GiantCells_pAR388-Col-T1#12-10X-1A_Maximumintensityprojection.tif,pAR388,12,1A,658,17859,27.141,22,2893,131.5,29.90909091,,,,,,
Segmented_GiantCells_pAR388-Col-T1#13-10X-1A_Maximumintensityprojection.tif,pAR388,13,1A,863,29637,34.342,34,4406,129.588,25.38235294,,,,,,
Segmented_GiantCells_pAR388-Col-T1#14-10X-1A_Maximumintensityprojection.tif,pAR388,14,1A,629,18101,28.777,19,2742,144.316,33.10526316,,,,,,
Segmented_GiantCells_pAR388-Col-T1#15-10X-1A_Maximumintensityprojection.tif,pAR388,15,1A,423,14616,34.553,24,3537,147.375,17.625,,,,,,
Segmented_GiantCells_pAR388-Col-T1#16-10X-1A_Maximumintensityprojection.tif,pAR388,16,1A,431,12304,28.548,27,4347,161,15.96296296,,,,,,
Segmented_GiantCells_pAR388-Col-T1#17-10X-1A_Maximumintensityprojection.tif,pAR388,17,1A,177,3867,21.847,36,4521,125.583,4.916666667,,,,,,
Segmented_GiantCells_pAR388-Col-T1#18-10X-1A_Maximumintensityprojection.tif,pAR388,18,1A,216,5160,23.889,40,5228,130.7,5.4,,,,,,
Segmented_GiantCells_pAR388-Col-T1#19-10X-1A_Maximumintensityprojection.tif,pAR388,19,1A,65,1302,20.031,28,3849,137.464,2.321428571,,,,,,
Segmented_GiantCells_pAR388-Col-T1#20-10X-1A_Maximumintensityprojection.tif,pAR388,20,1A,361,7468,20.687,29,3636,125.379,12.44827586,,,,,,
Segmented_GiantCells_pAR388-Col-T1#2-10X-1A_Maximumintensityprojection.tif,pAR388,2,1A,687,23435,34.112,33,5527,167.485,20.81818182,,,,,,
Segmented_GiantCells_pAR388-Col-T1#21-10X-1A_Maximumintensityprojection.tif,pAR388,21,1A,313,6605,21.102,44,5406,122.864,7.113636364,,,,,,
Segmented_GiantCells_pAR388-Col-T1#3-10X-2A_Maximumintensityprojection.tif,pAR388,3,2A,465,12323,26.501,21,3383,161.095,22.14285714,,,,,,
Segmented_GiantCells_pAR388-Col-T1#4-10X-1A_Maximumintensityprojection.tif,pAR388,4,1A,492,12666,25.744,37,5752,155.459,13.2972973,,,,,,
Segmented_GiantCells_pAR388-Col-T1#5-10X-1A_Maximumintensityprojection.tif,pAR388,5,1A,639,19052,29.815,35,5710,163.143,18.25714286,,,,,,
Segmented_GiantCells_pAR388-Col-T1#6-10X-1A_Maximumintensityprojection.tif,pAR388,6,1A,829,24116,29.09,28,3925,140.179,29.60714286,,,,,,
Segmented_GiantCells_pAR388-Col-T1#7-10X-1A_Maximumintensityprojection.tif,pAR388,7,1A,799,24866,31.121,30,4325,144.167,26.63333333,,,,,,
Segmented_GiantCells_pAR388-Col-T1#8-10X-1A_Maximumintensityprojection.tif,pAR388,8,1A,729,26464,36.302,36,5826,161.833,20.25,,,,,,
Segmented_GiantCells_pAR388-Col-T1#9-10X-1A_Maximumintensityprojection.tif,pAR388,9,1A,173,4221,24.399,8,1070,133.75,21.625,,,,,,
Segmented_GiantCells_pAR389-Col-T1#10-10X-1A_Maximumintensityprojection.tif,pAR389,10,1A,187,5701,30.487,39,7121,182.59,4.794871795,,,,,,
Segmented_GiantCells_pAR389-Col-T1#1-10X-1A_Maximumintensityprojection_edited.tif,pAR389,1,1A,32,60137785.75,1879305.805,14,184771170.5,13197940.75,2.285714286,,,,,,
Segmented_GiantCells_pAR389-Col-T1#11-10X-1A_Maximumintensityprojection.tif,pAR389,11,1A,188,5420,28.83,35,5761,164.6,5.371428571,,,,,,
Segmented_GiantCells_pAR389-Col-T1#12-10X-1A_Maximumintensityprojection.tif,pAR389,12,1A,95,2182,22.968,40,5531,138.275,2.375,,,,,,
Segmented_GiantCells_pAR389-Col-T1#14-10X-1A_Maximumintensityprojection_edited.tif (RGB).tif,pAR389,14,1A,176,653547077.3,3713335.666,49,833711421,17014518.8,3.591836735,,,,,,
Segmented_GiantCells_pAR389-Col-T1#16-10X-1A_Maximumintensityprojection_edited.tif (RGB).tif,pAR389,16,1A,174,535139137.6,3075512.285,44,744563070.5,16921887.97,3.954545455,,,,,,
Segmented_GiantCells_pAR389-Col-T1#17-10X-1A_Maximumintensityprojection.tif,pAR389,17,1A,294,7875,26.786,29,4796,165.379,10.13793103,,,,,,
Segmented_GiantCells_pAR389-Col-T1#18-10X-1A_Maximumintensityprojection.tif,pAR389,18,1A,183,4676,25.552,36,5162,143.389,5.083333333,,,,,,
Segmented_GiantCells_pAR389-Col-T1#20-10X-1A_Maximumintensityprojection.tif,pAR389,20,1A,294,6891,23.439,44,6192,140.727,6.681818182,,,,,,
Segmented_GiantCells_pAR389-Col-T1#2-10X-1A_Maximumintensityprojection_edited.tif (RGB).tif,pAR389,2,1A,125,373900148,2991201.184,32,572367295,17886477.97,3.90625,,,,,,
