Name    Cell_number Total_area  Avg_area
Segmented_SmallCells_pAR261-Col-T1#16-10X-1A_Maximumintensityprojection.tif	438	9694	22.132	0.703	0
Segmented_SmallCells_pAR261-Col-T1#17-10X-1A_Maximumintensityprojection.tif	805	26698	33.165	1.936	0
Segmented_SmallCells_pAR261-Col-T1#18-10X-1A_Maximumintensityprojection.tif	725	22990	31.710	1.667	0
Segmented_SmallCells_pAR261-Col-T1#19-10X-1A_Maximumintensityprojection.tif	299	8712	29.137	0.632	0
Segmented_SmallCells_pAR261-Col-T1#2-10X-1A_Maximumintensityprojection.tif	712	21610	30.351	1.567	0
Segmented_SmallCells_pAR261-Col-T1#20-10X-1A_Maximumintensityprojection.tif	649	19163	29.527	1.390	0
Segmented_SmallCells_pAR261-Col-T1#21-10X-1A_Maximumintensityprojection.tif	713	27834	39.038	2.019	0
Segmented_SmallCells_pAR261-Col-T1#22-10X-1A_Maximumintensityprojection.tif	470	14191	30.194	1.029	0
Segmented_SmallCells_pAR261-Col-T1#23-10X-1A_Maximumintensityprojection.tif	718	22672	31.577	1.644	0
Segmented_SmallCells_pAR261-Col-T1#24-10X-1A_Maximumintensityprojection.tif	483	16448	34.054	1.193	0
Segmented_SmallCells_pAR261-Col-T1#25-10X-1A_Maximumintensityprojection.tif	698	24682	35.361	1.790	0
Segmented_SmallCells_pAR261-Col-T1#26-10X-1A_Maximumintensityprojection.tif	522	18099	34.672	1.313	0
Segmented_SmallCells_pAR261-Col-T1#3-10X-1A_Maximumintensityprojection.tif	724	24241	33.482	1.758	0
Segmented_SmallCells_pAR261-Col-T1#4-10X-1A_Maximumintensityprojection.tif	682	26170	38.372	1.898	0
Segmented_SmallCells_pAR261-Col-T1#5-10X-1A_Maximumintensityprojection.tif	761	32512	42.723	2.358	0
Segmented_SmallCells_pAR261-Col-T1#6-10X-1A_Maximumintensityprojection.tif	414	14471	34.954	1.050	0
Segmented_SmallCells_pAR261-Col-T1#8-10X-1A_Maximumintensityprojection.tif	733	29630	40.423	2.149	0
Segmented_GiantCells_pAR111-Col-T1#1-10X-1A_Maximumintensityprojection.tif	23	4035	175.435	0.293	0
Segmented_GiantCells_pAR111-Col-T1#10-10X-1A_Maximumintensityprojection.tif	12	1401	116.750	0.102	0
Segmented_GiantCells_pAR111-Col-T1#11-10X-1A_Maximumintensityprojection.tif	41	4166	101.610	0.302	0
Segmented_GiantCells_pAR111-Col-T1#12-10X-3A_Maximumintensityprojection.tif	20	3183	159.150	0.231	0
Segmented_GiantCells_pAR111-Col-T1#13-10X-1A_Maximumintensityprojection.tif	22	3171	144.136	0.230	0
Segmented_GiantCells_pAR111-Col-T1#14-10X-1A_Maximumintensityprojection.tif	12	1611	134.250	0.117	0
Segmented_GiantCells_pAR111-Col-T1#15-10X-1A_Maximumintensityprojection.tif	25	4121	164.840	0.299	0
Segmented_GiantCells_pAR111-Col-T1#16-10X-1A_Maximumintensityprojection.tif	29	3577	123.345	0.259	0
Segmented_GiantCells_pAR111-Col-T1#17-10X-1A_Maximumintensityprojection.tif	27	3250	120.370	0.236	0
Segmented_GiantCells_pAR111-Col-T1#18-10X-1A_Maximumintensityprojection.tif	40	4240	106.000	0.308	0
Segmented_GiantCells_pAR111-Col-T1#19-10X-1A_Maximumintensityprojection.tif	27	4055	150.185	0.294	0
