Image_name,Genotype,Plant_number,Cell_type,Count,Total_area,Avg_area,Percent_area,Mean_intensity,Integrated_density,Script_Version
Segmented_GiantCells_pAR111xPDFflagATML1ox-col-F1#10-10x-s1i1_Maximumintensityprojection.tif,pAR111xPDFflagATML1ox,10,Giant,35,9005,257.286,0.43,77.402,22339.6,3
Segmented_GiantCells_pAR111xPDFflagATML1ox-col-F1#10-10x-s2i1_Maximumintensityprojection.tif,pAR111xPDFflagATML1ox,10,Giant,41,8848,215.805,0.422,55.309,12663.927,3
Segmented_GiantCells_pAR111xPDFflagATML1ox-col-F1#11-10x-s1i1_Maximumintensityprojection.tif,pAR111xPDFflagATML1ox,11,Giant,33,7259,219.97,0.346,60.389,14166.788,3
Segmented_GiantCells_pAR111xPDFflagATML1ox-col-F1#11-10x-s2i1_Maximumintensityprojection.tif,pAR111xPDFflagATML1ox,11,Giant,25,6878,275.12,0.328,62.72,18587.56,3
Segmented_GiantCells_pAR111xPDFflagATML1ox-col-F1#11-12x-s1i1_Maximumintensityprojection.tif,pAR111xPDFflagATML1ox,11,Giant,37,9185,248.243,0.438,60.196,16131.243,3
Segmented_GiantCells_pAR111xPDFflagATML1ox-col-F1#2-10x-s1i1_Maximumintensityprojection.tif,pAR111xPDFflagATML1ox,2,Giant,33,7721,233.97,0.368,74.884,19501.333,3
Segmented_GiantCells_pAR111xPDFflagATML1ox-col-F1#2-10x-s2i1_Maximumintensityprojection.tif,pAR111xPDFflagATML1ox,2,Giant,27,7452,276,0.355,71.495,22157.481,3
Segmented_GiantCells_pAR111xPDFflagATML1ox-col-F1#3-10x-s1i1_Maximumintensityprojection.tif,pAR111xPDFflagATML1ox,3,Giant,24,7084,295.167,0.338,50.232,15097.125,3
Segmented_GiantCells_pAR111xPDFflagATML1ox-col-F1#3-10x-s2i1_Maximumintensityprojection.tif,pAR111xPDFflagATML1ox,3,Giant,23,5026,218.522,0.24,59.633,13490.304,3
Segmented_GiantCells_pAR111xPDFflagATML1ox-col-F1#4-10x-s1i1_Maximumintensityprojection.tif,pAR111xPDFflagATML1ox,4,Giant,28,6746,240.929,0.322,83.38,22785.179,3
Segmented_GiantCells_pAR111xPDFflagATML1ox-col-F1#4-10x-s2i1_Maximumintensityprojection.tif,pAR111xPDFflagATML1ox,4,Giant,41,8842,215.659,0.281,65.573,15291.024,3
Segmented_GiantCells_pAR111xPDFflagATML1ox-col-F1#6-10x-s1i2_Maximumintensityprojection.tif,pAR111xPDFflagATML1ox,6,Giant,37,9244,249.838,0.441,62.284,16841.027,3
Segmented_GiantCells_pAR111xPDFflagATML1ox-col-F1#6-10x-s2i1_Maximumintensityprojection.tif,pAR111xPDFflagATML1ox,6,Giant,29,8615,297.069,0.411,66.966,20778.552,3
Segmented_GiantCells_pAR111xPDFflagATML1ox-col-F1#7-10x-s1i1_Maximumintensityprojection.tif,pAR111xPDFflagATML1ox,7,Giant,45,10289,228.644,0.327,55.926,14337.978,3
Segmented_GiantCells_pAR111xPDFflagATML1ox-col-F1#7-10x-s2i1_Maximumintensityprojection.tif,pAR111xPDFflagATML1ox,7,Giant,24,6245,260.208,0.298,60.138,17300.792,3
Segmented_GiantCells_pAR111xPDFflagATML1ox-col-F1#8-10x-s1i1_Maximumintensityprojection.tif,pAR111xPDFflagATML1ox,8,Giant,39,9173,235.205,0.437,54.713,14105.974,3
Segmented_GiantCells_pAR111xPDFflagATML1ox-col-F1#8-10x-s2i1_Maximumintensityprojection.tif,pAR111xPDFflagATML1ox,8,Giant,17,5294,311.412,0.252,53.783,17254.706,3
Segmented_GiantCells_pAR111xPDFflagATML1ox-col-F1#9-10x-s1i1_Maximumintensityprojection.tif,pAR111xPDFflagATML1ox,9,Giant,70,16534,236.2,0.789,66.747,17488.529,3
Segmented_GiantCells_pAR111xCol0-col-F1#1-10x-s1i1_Maximumintensityprojection.tif,pAR111xCol0,1,Giant,16,2551,159.438,0.122,55.588,10173.375,3
Segmented_GiantCells_pAR111xCol0-col-F1#1-10x-s2i1_Maximumintensityprojection.tif,pAR111xCol0,1,Giant,20,3941,197.05,0.188,60.61,13470.85,3
Segmented_GiantCells_pAR111xCol0-col-F1#1-10x-s3i1_Maximumintensityprojection.tif,pAR111xCol0,1,Giant,8,1230,153.75,0.059,37.472,5933.75,3
Segmented_GiantCells_pAR111xCol0-col-F1#1-10x-s4i1_Maximumintensityprojection.tif,pAR111xCol0,1,Giant,10,1832,183.2,0.087,48.774,9792.8,3
Segmented_GiantCells_pAR111xCol0-col-F1#2-10x-s1i1_Maximumintensityprojection.tif,pAR111xCol0,2,Giant,7,1192,170.286,0.057,39.85,7313.857,3
Segmented_GiantCells_pAR111xCol0-col-F1#2-10x-s2i1_Maximumintensityprojection.tif,pAR111xCol0,2,Giant,11,2579,234.455,0.123,59.716,15362.636,3
Segmented_GiantCells_pAR111xCol0-col-F1#3-10x-s1i1_Maximumintensityprojection.tif,pAR111xCol0,3,Giant,10,1478,147.8,0.071,43.996,7059.5,3
Segmented_GiantCells_pAR111xCol0-col-F1#3-10x-s2i1_Maximumintensityprojection.tif,pAR111xCol0,3,Giant,15,2840,189.333,0.135,55.478,12416.8,3
Segmented_GiantCells_pAR111xCol0-col-F1#4-10x-s1i1_Maximumintensityprojection.tif,pAR111xCol0,4,Giant,9,1645,182.778,0.078,46.873,9008.556,3
Segmented_GiantCells_pAR111xCol0-col-F1#4-10x-s2i1_Maximumintensityprojection.tif,pAR111xCol0,4,Giant,11,2066,187.818,0.099,49.853,11350.909,3
Segmented_GiantCells_pAR111xCol0-col-F1#5-10x-s1i1_Maximumintensityprojection.tif,pAR111xCol0,5,Giant,9,1828,203.111,0.087,57.1,12639.222,3
Segmented_GiantCells_pAR111xCol0-col-F1#5-10x-s2i1_Maximumintensityprojection.tif,pAR111xCol0,5,Giant,13,2505,192.692,0.119,64.661,13781.846,3
Segmented_GiantCells_pAR111xCol0-col-F1#7-10x-s1i1_Maximumintensityprojection.tif,pAR111xCol0,7,Giant,10,2409,240.9,0.115,56.804,14532.7,3
Segmented_GiantCells_pAR111xCol0-col-F1#7-10x-s2i1_Maximumintensityprojection.tif,pAR111xCol0,7,Giant,12,1987,165.583,0.095,47.311,9053.917,3
Segmented_GiantCells_pAR111xCol0-col-F1#8-10x-s1i1_Maximumintensityprojection.tif,pAR111xCol0,8,Giant,6,1005,167.5,0.048,35.689,6219.833,3
Segmented_GiantCells_pAR111xCol0-col-F1#8-10x-s2i1_Maximumintensityprojection.tif,pAR111xCol0,8,Giant,8,1262,157.75,0.06,44.535,8708.25,3
Segmented_GiantCells_pAR111xCol0-col-F1#8-10x-s3i1_Maximumintensityprojection.tif,pAR111xCol0,8,Giant,8,1406,175.75,0.067,48.795,9142,3
